fecha,titulo,autor(a),categoria,periodico,enlace
2020-03-25 18:39:00,Anuncian cambios y  nuevas fechas para radicar planillas,NotiCel,Gobierno,Noticel,https://www.noticel.com/gobierno/20200325/anuncian-cambios-y-nuevas-fechas-para-radicar-planillas/
2020-03-25 18:20:00,ICP crea lista con fondos de emergencia para artistas,CyberNews,Pop,Noticel,https://www.noticel.com/pop/gobierno/20200325/icp-crea-lista-de-fondos-de-emergencia-para-artistas/
2020-03-25 18:00:00,'Task force' médico recomienda extender la cuarentena,Adriana De Jesús Salamán,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200325/task-force-medico-recomienda-extender-la-cuarentena/
2020-03-25 17:39:00,Cheques de ayuda federal por COVID-19 estarían llegando desde abril y mayo,NotiCel,Mundo,Noticel,https://www.noticel.com/mundo/top-stories/20200325/cheques-de-ayuda-federal-por-covid-19-estarian-llegando-desde-abril/
2020-03-25 16:34:00,Carmen Yulín extiende aislamiento en San Juan dos semanas más,NotiCel,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200325/carmen-yulin-extiende-aislamiento-en-san-juan-dos-semanas-mas/
2020-03-25 15:52:00,Casi la mitad de los hogares latinos en NY han perdido sus empleos,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200325/casi-la-mitad-de-los-hogares-latinos-en-ny-han-pedido-sus-empleos/
2020-03-25 15:35:00,Grandes artistas se unen en concierto benéfico,EFE,Musica,Noticel,https://www.noticel.com/musica/pop/fama/20200325/grandes-artistas-se-unen-en-concierto-benefico/
2020-03-25 15:30:00,Proponen medidas para asistir cesanteados de la industria hotelera y turística,NotiCel,Economia,Noticel,https://www.noticel.com/economia/20200325/proponen-medidas-para-asistir-cesanteados-de-la-industria-hotelera-y-turistica/
2020-03-25 15:08:00,SuperMax contratará empleados de Sizzler y Red Lobster,CyberNews,Comercio,Noticel,https://www.noticel.com/comercio/economia/20200325/supermax-contratara-empleados-de-sizzler-y-red-lobster/
2020-03-25 14:58:00,Se podrán inscribir electrónicamente nacimientos durante emergencia,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/gobierno/la-calle/20200325/se-podran-inscribir-electronicamente-nacimientos-durante-emergencia/
2020-03-25 14:23:00,Acusados de terrorismo por toser y decir que tienen COVID-19,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200325/acusados-de-terrorismo-por-toser-y-decir-que-tienen-covid-19/
2020-03-25 14:21:00,Tribunal ordena al DE pagar aumento salarial a maestros transitorios,CyberNews,Educacion,Noticel,https://www.noticel.com/educacion/ahora/tribunales/20200325/tribunal-ordena-al-de-pagar-aumento-salarial-a-maestros-transitorios/
2020-03-25 14:08:00,Guía para ir al supermercado y evitar la contaminación,Aixa Sepúlveda,Cuidate,Noticel,https://www.noticel.com/cuidate/la-calle/20200325/guia-para-ir-al-supermercado-y-evitar-la-contaminacion/
2020-03-25 14:00:00,10 muertos en Dominicana por el COVID-19,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200325/10-muertos-en-dominicana-por-el-covid-19/
2020-03-25 13:50:00,Este congresista propone usar a Puerto Rico de centro farmacéutico,Adriana De Jesús Salamán,Politica,Noticel,https://www.noticel.com/politica/gobierno/ahora/top-stories/20200325/este-congresista-propone-usar-a-puerto-rico-de-centro-farmaceutico/
2020-03-25 13:00:00,"Mochileando otorgará $5,000 a dos nuevos emprendedores",NotiCel,Emprender,Noticel,https://www.noticel.com/emprender/economia/20200325/mochileando-otorgara-5000-a-dos-nuevos-emprendedores/
2020-03-25 11:24:00,Extranjeros se cuelan por el suroeste en embarcaciones privadas,CyberNews,La-Calle,Noticel,https://www.noticel.com/la-calle/ahora/20200325/extranjeros-se-cuelan-por-el-suroeste-en-embarcaciones-privadas/
2020-03-25 11:13:00,Tribunal deniega libertad condicional a Julian Assange,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200325/tribunal-deniega-libertad-condicional-a-julian-assange/
2020-03-25 11:03:00,Ofrecen pruebas y vacunas fraudulentas de COVID-19 a beneficiarios de Medicare,NotiCel,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200325/ofrecen-pruebas-y-vacunas-fraudulentas-de-covid-19-a-beneficiarios-de-medicare/
2020-03-25 10:55:00,Égidas de vivienda pública mantendrán servicios,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200325/egidas-de-vivienda-publica-mantendran-servicios/
2020-03-25 10:33:00,Asiste a fiesta para desafiar el coronavirus y termina contagiado,NotiCel,Mundo,Noticel,https://www.noticel.com/mundo/20200325/asiste-a-fiesta-para-desafiar-el-coronavirus-y-termina-contagiado/
2020-03-25 09:56:00,Amenaza de bomba provoca desalojo de dos comandancias,CyberNews,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200325/amenaza-de-bomba-provoca-desalojo-de-dos-comandancias/
2020-03-25 08:48:00,Piden a los  supermercados dar descanso a empleados,CyberNews,Ahora,Noticel,https://www.noticel.com/ahora/comercio/economia/20200325/piden-a-los-supermercados-dar-descanso-a-empleados/
2020-03-25 08:18:00,España ya supera a China en muertos por coronavirus,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200325/espana-ya-supera-a-china-en-muertos-por-coronavirus/
2020-03-25 08:08:00,Abel Nazario afirma que aún no tiene que pedir perdón,NotiCel,Legislatura,Noticel,https://www.noticel.com/legislatura/ahora/gobierno/top-stories/20200325/abel-nazario-afirma-que-aun-no-tiene-que-pedir-perdon/
2020-03-25 07:27:00,El príncipe Carlos da positivo a COVID-19,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200325/el-principe-carlos-da-positivo-a-covid-19/
2020-03-25 07:13:00,Otorgan subvención para alimentación de adultos mayores,CyberNews,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200325/otorgan-subvencion-para-alimentacion-de-adultos-mayores/
2020-03-25 06:53:00,Nuevos positivos de COVID-19 aumenta el total a 51,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200325/nuevos-positivos-de-covid-19-aumenta-el-total-a-51/
2020-03-25 06:40:00,Le roban el carro en una gasolinera,CyberNews,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200325/le-roban-el-carro-en-una-gasolinera/
2020-03-25 06:04:00,Pepito tiene una duda sobre AEE,NotiCel,Pepito,Noticel,https://www.noticel.com/pepito/opiniones/20200325/pepito-tiene-una-duda-sobre-aee/
2020-03-25 06:02:00,"Sin superar María y temblores, municipios buscan sobrevivir a emergencia de COVID-19",Aixa Sepúlveda,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/economia/20200325/sin-superar-maria-y-temblores-municipios-buscan-sobrevivir-a-emergencia-de-covid-19/
2020-03-24 23:18:00,Terremoto de magnitud 7.5 al este de Rusia,NotiCel,Mundo,Noticel,https://www.noticel.com/mundo/20200324/terremoto-de-magnitud-7-5-sacude-el-este-de-rusia/
2020-03-24 22:29:00,Messi dona sobre $1 millón a hospitales para luchar contra el COVID-19,EFE,Deportes,Noticel,https://www.noticel.com/deportes/20200324/messi-dona-sobre-1-millon-a-hospitales-para-luchar-contra-el-covid-19/
2020-03-24 22:23:00,Walmart desmiente información difundida por Whatsapp,NotiCel,Economia,Noticel,https://www.noticel.com/economia/20200324/walmart-desmiente-informacion-difundida-por-whatsapp/
2020-03-24 22:07:00,Anuncian segundo desembolso de fondos federales para emergencia de COVID-19,NotiCel,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200324/anuncian-segundo-desembolso-de-fondos-federales-para-emergencia-de-covid-19/
2020-03-24 21:22:00,Hasta los famosos usan TikTok para pasar la cuarentena del COVID-19,EFE,Pop,Noticel,https://www.noticel.com/pop/20200324/hasta-los-famosos-usan-tiktok-para-pasar-la-cuarentena-del-covid-19/
2020-03-24 20:26:00,Incentivos económicos y pruebas gratis: la receta de la Legislatura ante el COVID-19,Adriana De Jesús Salamán,Legislatura,Noticel,https://www.noticel.com/legislatura/ahora/top-stories/20200324/incentivos-economicos-y-pruebas-gratis-la-receta-de-la-legislatura-ante-el-covid-19/
2020-03-24 18:33:00,Industria de automóviles fabrica equipo médico para enfrentar el COVID-19,EFE,Mundo,Noticel,https://www.noticel.com/mundo/economia/20200324/industria-de-automoviles-fabrica-equipo-medico-para-enfrentar-el-covid-19/
2020-03-24 18:17:00,Senadores sin distanciamiento social defienden su presencia en el Capitolio,Adriana De Jesús Salamán,Legislatura,Noticel,https://www.noticel.com/legislatura/ahora/top-stories/20200324/senadores-sin-distanciamiento-social-defienden-su-presencia-en-el-capitolio/
2020-03-24 17:16:00,Jenniffer González exige que la Gobernadora utilice los fondos CDBG,NotiCel,Politica,Noticel,https://www.noticel.com/politica/pnp/ahora/gobierno/20200324/jenniffer-gonzalez-ofrece-recomendaciones-a-la-gobernadora-sobre-fondos-cdbg/
2020-03-24 17:13:00,"En emergencia por COVID-19, y con familias refugiadas, PR sigue temblando",Aixa Sepúlveda,Gobierno,Noticel,https://www.noticel.com/gobierno/20200324/en-emergencia-por-covid-19-y-con-familias-refugiadas-pr-sigue-temblando/
2020-03-24 16:11:00,"Turista italiano se recupera de COVID-19, agradece a PR, y pide prevenir",NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200324/turista-italiano-se-recupera-de-covid19-agradece-a-pr-y-pide-prevenir/
2020-03-24 15:34:00,"Pese al COVID-19, Trump quiere ''reabrir'' la economía estadounidense en abril",EFE,Mundo,Noticel,https://www.noticel.com/mundo/economia/20200324/pese-al-covid-19-trump-quiere-reabrir-la-economia-estadounidense-en-abril/
2020-03-24 15:09:00,Reacciona San Patricio Plaza a caso positivo a COVID-19 en Banco Popular,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200324/empleado-del-banco-popular-dio-positivo-al-covid-19/
2020-03-24 15:07:00,Estas medidas sobre celulares e Internet pueden aplicarte,Hillary Román,Hack,Noticel,https://www.noticel.com/hack/la-calle/top-stories/20200324/las-medidas-que-pudieran-aplicarte-sobre-servicios-celulares-y-de-internet-durante-la-emergencia/
2020-03-24 14:23:00,INDULAC seguirá trabajando durante el toque de queda y asegura tener abastos suficientes,NotiCel,Foodie,Noticel,https://www.noticel.com/foodie/vida/20200324/indulac-seguira-trabajando-durante-el-toque-de-queda-y-asegura-tener-abastos-suficientes/
2020-03-24 13:50:00,Abel Nazario renuncia a su escaño,NotiCel,Legislatura,Noticel,https://www.noticel.com/legislatura/ahora/politica/pnp/top-stories/20200324/abel-nazario-renuncia-a-su-escano/
2020-03-24 13:31:00,Mariana García desmiente a Carmen Yulín sobre pruebas del COVID-19,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200324/mariana-garcia-desmiente-a-carmen-yulin-sobre-pruebas-del-covid-19/
2020-03-24 13:14:00,Guaynabo tendrá teleconsulta médica para sus residentes,NotiCel,Tecno,Noticel,https://www.noticel.com/tecno/la-calle/20200324/guaynabo-tendra-teleconsulta-medica-para-sus-residentes/
2020-03-24 13:00:00,"Pandemia por un lado, descontaminación por el otro",EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200324/pandemia-por-un-lado-descontaminacion-por-el-otro/
2020-03-24 12:54:00,Inclinado a no recortar pensiones el Presidente de la JCF ante emergencia por COVID-19,Adriana De Jesús Salamán,Junta-Fiscal,Noticel,https://www.noticel.com/junta-fiscal/ahora/gobierno/top-stories/20200324/inclinado-a-no-recortar-pensiones-el-presidente-de-la-jcf-ante-emergencia-por-covid-19/
2020-03-24 11:47:00,Beneficioso para atletas boricuas el cambio de los Juegos Olímpicos,EFE,Deportes,Noticel,https://www.noticel.com/deportes/20200324/beneficioso-para-atletas-boricuas-el-cambio-de-los-juegos-olimpicos/
2020-03-24 11:10:00,Estados Unidos ya es uno de los principales focos del COVID-19,EFE,Mundo,Noticel,https://www.noticel.com/mundo/top-stories/20200324/estados-unidos-ya-es-uno-de-los-principales-focos-del-covid-19/
2020-03-24 10:52:00,Cheques del WIC se enviarán por correo regular,CyberNews,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200324/cheques-del-wic-se-enviaran-por-correo-regular/
2020-03-24 10:31:00,"Residente hará un ""live"" esta noche con el presidente de El Salvador",EFE,Pop,Noticel,https://www.noticel.com/pop/musica/20200324/residente-hara-un-live-esta-noche-con-el-presidente-de-el-salvador/
2020-03-24 09:54:00,Posible extender por dos semanas el aislamiento social,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/gobierno/top-stories/20200324/posible-extender-por-dos-semanas-el-aislamiento-social/
2020-03-24 09:44:00,Hacienda suspende licencia de barra que violó orden ejecutiva,NotiCel,Comercio,Noticel,https://www.noticel.com/comercio/economia/ahora/la-calle/20200324/hacienda-suspende-licencia-de-barra-que-violo-orden-ejecutiva/
2020-03-24 09:12:00,Piden ayuda a estudiantes graduados de Salud Pública,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/negocio-de-la-salud/la-calle/20200324/piden-ayuda-a-estudiantes-graduados-de-salud-publica/
2020-03-24 08:38:00,Aplazan un año los Juegos Olímpicos de Tokio,EFE,Deportes,Noticel,https://www.noticel.com/deportes/20200324/aplazan-un-ano-los-juegos-olimpicos-de-tokio/
2020-03-24 08:35:00,Fallece el músico camerunés Manu Dibango por COVID-19,EFE,Pop,Noticel,https://www.noticel.com/pop/musica/20200324/fallece-el-musico-camerunes-manu-dibango-por-covid-19/
2020-03-24 07:35:00,Pide ayuda federal para atender desempleo y salud emocional,CyberNews,Ahora,Noticel,https://www.noticel.com/ahora/gobierno/20200324/pide-ayuda-federal-para-atender-desempleo-y-salud-emocional/
2020-03-24 06:51:00,"Ya son 39 los positivos a COVID-19, informa Salud",NotiCel,Article,Noticel,https://www.noticel.com/article/20200324/ya-son-39-los-positivos-a-covid-19-informa-salud/
2020-03-24 06:06:00,Falta de data científica complica el panorama del distanciamiento social,Aixa Sepúlveda,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200324/falta-data-cientifica-complica-el-panorama-del-distanciamiento-social/
2020-03-24 06:02:00,Pepito recuerda los suministros enviados a Venezuela,NotiCel,Pepito,Noticel,https://www.noticel.com/pepito/opiniones/20200324/pepito-recuerda-los-suministros-enviados-a-venezuela/
2020-03-23 22:39:00,Trump considera flexibilizar el aislamiento social para que no se afecte la economía,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200323/trump-considera-flexibilizar-el-aislamiento-social-para-que-no-se-afecte-la-economia/
2020-03-23 21:21:00,Investigan línea de cruceros por supuesto uso de tácticas engañosas para minimizar pérdidas por coronavirus,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200323/investigan-linea-de-cruceros-por-supuesto-uso-de-tacticas-enganosas-para-minimizar-perdidas-por-coro/
2020-03-23 19:48:00,Ciudadanos en Cuba no podrán movilizarse  por el interior del país,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200323/ciudadanos-en-cuba-no-podran-movilizarse-por-el-interior-del-pais/
2020-03-23 19:23:00,"Gobierno espera por la llegada de 500,000 mascarillas",NotiCel,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200323/gobierno-espera-por-la-llegada-de-500000-mascarillas/
2020-03-23 18:49:00,FAA limita vuelos comerciales a PR,NotiCel,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200323/faa-limita-vuelos-comerciales-a-pr/
2020-03-23 18:33:00,"Florida registra más de 1,000 casos de coronavirus",EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200323/florida-registra-mas-de-1000-casos-de-coronavirus/
2020-03-23 17:27:00,Esposa de empleado de Metropol ya presenta síntomas de coronavirus,NotiCel,Comercio,Noticel,https://www.noticel.com/comercio/economia/la-calle/20200323/esposa-de-empleado-de-metropol-ya-presenta-sintomas-de-coronavirus/
2020-03-23 17:12:00,Aprueban solicitud para préstamos a pequeñas empresas en PR,CyberNews,Economia,Noticel,https://www.noticel.com/economia/20200323/aprueban-solicitud-para-prestamos-a-pequenas-empresas-en-pr/
2020-03-23 16:32:00,Estados Unidos usará los superordenadores de empresas para combatir el coronavirus,EFE,Mundo,Noticel,https://www.noticel.com/mundo/tecno/20200323/estados-unidos-usara-los-superordenadores-de-empresas-para-combatir-el-coronavirus/
2020-03-23 16:01:00,Desde balcones aplaudirán a los profesionales de la salud mañana,NotiCel,La-Calle,Noticel,https://www.noticel.com/la-calle/20200323/desde-balcones-aplaudiran-a-los-profesionales-de-la-salud-manana/
2020-03-23 15:31:00,"Plazas del mercado en San Juan continuarán operando, aunque con nuevo horario",NotiCel,La-Calle,Noticel,https://www.noticel.com/la-calle/20200323/plazas-del-mercado-en-san-juan-continuaran-operando-aunque-con-nuevo-horario/
2020-03-23 15:04:00,A nivel federal y estatal: las medidas económicas para paliar la crisis del COVID-19,Damaris Suárez,Economia,Noticel,https://www.noticel.com/economia/top-stories/gobierno/20200323/a-nivel-federal-y-estatal-las-medidas-economicas-para-paliar-la-crisis-del-covid-19/
2020-03-23 14:33:00,Apoya tu sistema inmunológico con estos alimentos,Aixa Sepúlveda,Cuidate,Noticel,https://www.noticel.com/cuidate/20200323/apoya-tu-sistema-inmunologico-con-estos-alimentos/
2020-03-23 14:17:00,ONU pide un alto a las guerras por el coronavirus,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200323/onu-pide-un-alto-a-las-guerras-por-el-coronavirus/
2020-03-23 13:47:00,Anuncian cambios de horario en Plazas del Mercado de Río Piedras y Santurce,NotiCel,Economia,Noticel,https://www.noticel.com/economia/20200323/anuncian-cambios-de-horario-en-plazas-del-mercado-de-rio-piedras-y-santurce/
2020-03-23 13:39:00,Anuncian cierre de restaurantes Metropol tras reportar caso positivo a COVID-19,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/economia/20200323/anuncian-cierre-de-restaurantes-metropol-tras-reportar-caso-positivo-a-covid-19/
2020-03-23 13:15:00,Estas son las medidas de alivio económico anunciadas por Wanda Vázquez,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200323/estas-son-las-medidas-de-alivio-economico-anunciadas-por-wanda-vazquez/
2020-03-23 11:04:00,Oriental Bank anuncia cambios de horario y operaciones,NotiCel,Economia,Noticel,https://www.noticel.com/economia/20200323/oriental-bank-anuncia-cambio-de-horas/
2020-03-23 10:48:00,"Fallece Lucía Bosé, actriz y madre de Miguel Bosé",EFE,Pop,Noticel,https://www.noticel.com/pop/mundo/20200323/fallece-lucia-bose-actriz-y-madre-de-miguel-bose-por-alegado-coronavirus/
2020-03-23 10:35:00,Toman medidas para asegurar acceso a internet y telefonía ante emergencia de COVID-19,CyberNews,Tecno,Noticel,https://www.noticel.com/tecno/economia/20200323/toman-medidas-para-garantizar-acceso-a-internet-ante-emergencia-de-covid-19/
2020-03-23 10:17:00,"Abel Nazario dice que es un ''gladiador'', no abandonará aspiración al Senado",NotiCel,Politica,Noticel,https://www.noticel.com/politica/top-stories/20200323/abel-nazario-dice-que-es-un-gladiador-no-abandonara-aspiracion-al-senado/
2020-03-23 09:59:00,Refugiados en Guánica alegan los hicieron firmar relevo de responsabilidad al municipio,CyberNews,Gobierno,Noticel,https://www.noticel.com/gobierno/20200323/refugiados-en-guanica-alegan-los-hicieron-firmar-relevo-de-responsabilidad-al-municipio/
2020-03-23 08:38:00,Señalan a pastor como autor de audio falso por Whatsapp,NotiCel,Ahora,Noticel,https://www.noticel.com/ahora/20200323/senalan-a-pastor-como-responsable-de-audio-falso-por-whatsapp/
2020-03-23 08:00:00,No logran acuerdo en Congreso para paquete de ayuda que incluiría cheques a ciudadanos,NotiCel,Mundo,Noticel,https://www.noticel.com/mundo/20200323/no-logran-acuerdo-en-congreso-para-paquete-de-ayuda-que-incluiria-cheques-a-individuos/
2020-03-23 07:12:00,Ponce ofrecerá pruebas de COVID-19 libres de costo,NotiCel,Gobierno,Noticel,https://www.noticel.com/gobierno/20200323/ponce-ofrecera-pruebas-de-covid-19-libre-de-costo/
2020-03-23 06:51:00,Reportan segunda muerte por coronavirus en Puerto Rico,NotiCel,Top-Stories,Noticel,https://www.noticel.com/top-stories/ahora/20200323/reportan-segunda-muerte-por-coronavirus-en-puerto-rico/
2020-03-23 06:38:00,Aguaceros durante el día para casi toda la isla,CyberNews,El-Tiempo,Noticel,https://www.noticel.com/el-tiempo/20200323/aguaceros-durante-el-dia-para-casi-toda-la-isla/
2020-03-23 06:18:00,Distanciamiento social: la lección para el COVID-19 de la Gripe del 1918,Adriana De Jesús Salamán,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200323/distanciamiento-social-la-leccion-para-el-covid-19-de-la-gripe-del-1918/
2020-03-23 06:16:00,Testamentos en pandemia ¿Con o sin notario?,Manuel Clavell Carrasquillo,Opiniones,Noticel,https://www.noticel.com/opiniones/top-stories/20200323/testamentos-en-pandemia-con-o-sin-notario/
2020-03-23 06:07:00,Pepito tiene una idea millonaria,NotiCel,Pepito,Noticel,https://www.noticel.com/pepito/opiniones/20200323/pepito-tiene-una-idea-millonaria/
2020-03-22 18:27:00,En Cuba suman 35 casos positivos a COVID-19,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200322/en-cuba-suman-35-casos-positivos-a-covid-19/
2020-03-22 18:15:00,El coronavirus casi alcanza los 300 mil casos y 13 mil muertes en el mundo,EFE,Mundo,Noticel,https://www.noticel.com/mundo/20200322/el-coronavirus-casi-alcanza-los-300-mil-casos-y-13-mil-muertes-en-el-mundo/
2020-03-22 18:05:00,Cómo elegir el mejor lugar para trabajar desde casa,EFE,Vida,Noticel,https://www.noticel.com/vida/20200322/como-elegir-el-mejor-lugar-para-trabajar-desde-casa/
2020-03-22 18:01:00,Representantes del PPD dan recomendaciones para plan económico de Wanda Vázquez,CyberNews,Politica,Noticel,https://www.noticel.com/politica/20200322/representantes-del-ppd-dan-recomendaciones-para-plan-economico-de-wanda-vazquez/
2020-03-22 17:08:00,Podrían radicar cargos a responsables de audio falso por redes sociales,CyberNews,Ahora,Noticel,https://www.noticel.com/ahora/20200322/podrian-radicar-cargos-a-responsables-de-audio-falso-por-redes-sociales/
2020-03-22 16:51:00,"Ford, Tesla y General Motors podrían producir ventiladores",EFE,Mundo,Noticel,https://www.noticel.com/mundo/tecno/20200322/ford-tesla-y-general-motors-podrian-producir-ventiladores/
2020-03-22 16:26:00,Cómo manejar la ansiedad de los niños durante la emergencia del COVID-19,NotiCel,Vida,Noticel,https://www.noticel.com/vida/la-calle/20200322/como-manejar-la-ansiedad-de-los-ninos-durante-la-emergencia-del-covid-19/
2020-03-22 16:19:00,Podrían aplazar los Juegos Olímpicos en Tokio por el coronavirus,EFE,Deportes,Noticel,https://www.noticel.com/deportes/20200322/podrian-aplazar-los-juegos-olimpicos-en-tokio-por-el-coronavirus/
2020-03-22 15:12:00,Puertorriqueño narra experiencia de cuarentena en China,Iván Broida,Vida,Noticel,https://www.noticel.com/vida/20200322/puertorriqueno-narra-experiencia-de-cuarentena-en-china/
2020-03-22 14:50:00,Senador republicano Rand Paul contrae COVID-19,NotiCel,Mundo,Noticel,https://www.noticel.com/mundo/20200322/senador-republicano-rand-paul-contrae-covid-19/
2023-05-07 06:00:00,El 'rewind' semanal: 30 de abril al 6 de mayo de 2023,,Video,Noticel,https://www.noticel.com/video/20230507/el-rewind-semanal-30-de-abril-al-6-de-mayo-de-2023/
2020-01-07 23:00:00,Área sur devastada por terremoto de magnitud 6.6,,Article,Noticel,https://www.noticel.com/article/20200108/area-sur-devastada-por-terremoto-de-magnitud-6-6/
2020-01-06 23:00:00,Sin precedente el temblor de la mañana de hoy,,Article,Noticel,https://www.noticel.com/article/20200107/sin-precedente-el-temblor-de-la-manana-de-hoy/
2020-01-06 23:00:00,Revisarán las escuelas antes del comienzo de clases,,Article,Noticel,https://www.noticel.com/article/20200107/revisaran-las-escuelas-antes-del-comienzo-de-clases/
2020-01-04 23:00:00,"La Segunda Guerra Mundial, Puerto Rico y la base naval Roosevelt Roads",,Article,Noticel,https://www.noticel.com/article/20200105/la-segunda-guerra-mundial-puerto-rico-y-la-base-naval-roosevelt-roads/
2020-01-04 23:00:00,Irán homenajea a general asesinado por Estados Unidos,,Article,Noticel,https://www.noticel.com/article/20200105/iran-homenajea-a-general-asesinado-por-estados-unidos/
2020-01-02 23:00:00,Lluvia mermará esta tarde y noche,,Article,Noticel,https://www.noticel.com/article/20200103/lluvia-mermara-esta-tarde-y-noche/
2020-01-01 23:00:00,Ricky Martin prepara a sus hijos para hablar con el mundo,,Article,Noticel,https://www.noticel.com/article/20200102/ricky-martin-prepara-a-sus-hijos-para-hablar-con-el-mundo/
2020-01-01 23:00:00,Verano del 19 cambió las ideas musicales de Ricky Martin,,Article,Noticel,https://www.noticel.com/article/20200102/verano-del-19-cambio-las-ideas-musicales-de-ricky-martin/
2019-12-31 23:00:00,Año nuevo con poca lluvia sobre la Isla,,Article,Noticel,https://www.noticel.com/article/20200101/ano-nuevo-con-poca-lluvia-sobre-la-isla/
2019-12-31 23:00:00,Papa Francisco reprende a mujer que lo haló fuerte,,Article,Noticel,https://www.noticel.com/article/20200101/papa-francisco-reprende-a-mujer-que-lo-halo-fuerte/
2020-01-10 23:00:00,Ada Monzón aclara evento de oleaje en el sur de PR,,Article,Noticel,https://www.noticel.com/article/20200111/ada-monzon-aclara-evento-de-oleaje-en-el-sur-de-pr/
2020-01-08 23:00:00,Continúan activas las condiciones sísmicas,,Article,Noticel,https://www.noticel.com/article/20200109/continuan-activas-las-condiciones-sismicas/
2020-01-14 23:00:00,Falla geológica se encuentra en 'parte hiperactiva',,Article,Noticel,https://www.noticel.com/article/20200115/falla-geologica-se-encuentra-en-parte-hiperactiva/
2020-01-13 23:00:00,Las medidas de seguridad de la Sanse2020,,Article,Noticel,https://www.noticel.com/article/20200114/las-medidas-de-seguridad-de-la-sanse2020/
2020-01-13 23:00:00,Fuerte actividad de lluvia en varias zonas de la isla,,Article,Noticel,https://www.noticel.com/article/20200114/fuerte-actividad-de-lluvia-en-varias-zonas-de-la-isla/
2020-01-12 23:00:00,Se espera que continúe la actividad sísmica durante la tarde de hoy,,Article,Noticel,https://www.noticel.com/article/20200113/se-espera-que-continue-la-actividad-sismica-durante-la-tarde-de-hoy/
2020-01-12 23:00:00,Gobierno se mantiene en que no desalojarán el área sur,,Article,Noticel,https://www.noticel.com/article/20200113/gobierno-se-mantiene-en-que-no-desalojaran-el-area-sur/
2020-01-12 23:00:00,Las SanSe incluirán un radio maratón para el sur,,Article,Noticel,https://www.noticel.com/article/20200113/las-sanse-incluiran-un-radio-maraton-para-el-sur/
2020-01-12 23:00:00,San Juan recibirá residentes del sur en el Coliseito Pedrín Zorrilla,,Article,Noticel,https://www.noticel.com/article/20200113/san-juan-recibira-residentes-del-sur-en-el-coliseito-pedrin-zorrilla/
2020-01-18 23:00:00,Rivera Schatz llama 'brutos' e 'irresponsables' a quienes abogan por obviar al gobierno en ayudas,,Article,Noticel,https://www.noticel.com/article/20200119/rivera-schatz-llama-brutos-e-irresponsables-a-quienes-abogan-por-obviar/
2020-01-17 23:00:00,Artistas defienden su participación en la Sanse2020,,Article,Noticel,https://www.noticel.com/article/20200118/artistas-defienden-su-participacion-en-la-sanse2020/
2020-01-16 23:00:00,Inician las SanSe 'mirando al sur',,Article,Noticel,https://www.noticel.com/article/20200117/inician-las-sanse-mirando-al-sur/
2020-01-16 23:00:00,Aproximadamente cada hora hay un temblor,,Article,Noticel,https://www.noticel.com/article/20200117/aproximadamente-cada-hora-hay-un-temblor/
2020-01-23 23:00:00,#PushDeLaSemana: El dramático y terrible mes de enero | Mira el video,,Article,Noticel,https://www.noticel.com/article/20200124/pushdelasemana-el-dramatico-y-terrible-mes-de-enero-mira-el-video/
